email,prenom,nom,entreprise,segment,source,base_legale,domaine_site,opt_in_pending,notes
info@zugerkb.ch,,,Zuger Kantonalbank,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,zugerkb.ch,yes,banque cantonale ZG
info@zkb.ch,,,Zürcher Kantonalbank,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,zkb.ch,yes,banque cantonale ZH
compliance@zkb.ch,,,Zürcher Kantonalbank,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,zkb.ch,yes,banque cantonale ZH
info@ubs.com,,,UBS Switzerland AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,ubs.com,yes,banque universelle ZH
info@juliusbaer.com,,,Bank Julius Bär & Co. AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,juliusbaer.com,yes,banque privée ZH
info@vontobel.com,,,Bank Vontobel AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,vontobel.com,yes,banque privée ZH
info@group.pictet,,,Banque Pictet & Cie SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,group.pictet,yes,banque privée GE
info@lombardodier.com,,,Bank Lombard Odier & Co Ltd,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,lombardodier.com,yes,banque privée GE
info@mirabaud.com,,,Mirabaud & Cie SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,mirabaud.com,yes,banque privée GE
info@bordier.com,,,Bordier & Cie SCmA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,bordier.com,yes,banque privée GE
info@efginternational.com,,,EFG Bank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,efginternational.com,yes,banque privée ZH
info@bonhote.ch,,,Banque Bonhôte & Cie SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,bonhote.ch,yes,banque privée NE
info@rahnbodmer.ch,,,Rahn+Bodmer Co.,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,rahnbodmer.ch,yes,banque privée ZH
info@reichmuthco.ch,,,Reichmuth & Co Privatbankiers,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,reichmuthco.ch,yes,banque privée LU
info@maerki-baumann.ch,,,Maerki Baumann & Co. AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,maerki-baumann.ch,yes,banque privée ZH
info@gonet.ch,,,Banque Gonet SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,gonet.ch,yes,banque privée GE
info@cic.ch,,,Banque CIC (Suisse) SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,cic.ch,yes,banque privée BS
info@valiant.ch,,,Valiant Bank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,valiant.ch,yes,banque universelle BE
info@migrosbank.ch,,,Migros Bank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,migrosbank.ch,yes,banque universelle ZH
info@postfinance.ch,,,PostFinance AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,postfinance.ch,yes,banque universelle BE
info@hbl.ch,,,Hypothekarbank Lenzburg AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,hbl.ch,yes,banque régionale AG
info@bsibank.com,,,EFG Bank European Financial Group SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,bsibank.com,yes,banque privée GE
info@aekbank.ch,,,AEK BANK 1826 Genossenschaft,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,aekbank.ch,yes,banque régionale BE
info@abs.ch,,,Alternative Bank Schweiz AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,abs.ch,yes,banque éthique SO
info@acrevis.ch,,,acrevis Bank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,acrevis.ch,yes,banque régionale SG
info@baloise.ch,,,Baloise Bank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,baloise.ch,yes,banque BFA SO
info@raiffeisen.ch,,,Raiffeisen Schweiz Genossenschaft,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,raiffeisen.ch,yes,groupe Raiffeisen SG
info@swissquote.com,,,Swissquote Bank SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,swissquote.com,yes,banque online VD
info@dukascopy.com,,,Dukascopy Bank SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,dukascopy.com,yes,banque online GE
info@cembra.ch,,,Cembra Money Bank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,cembra.ch,yes,banque conso ZH
info@bcp.ch,,,Banque de Commerce et de Placements SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,bcp.ch,yes,banque commerciale GE
info@safrasarasin.com,,,Bank J. Safra Sarasin AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,safrasarasin.com,yes,banque privée BS
info@piguetgalland.ch,,,Banque Piguet Galland & Cie SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,piguetgalland.ch,yes,banque privée VD
info@cler.ch,,,Bank Cler AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,cler.ch,yes,banque universelle BS
info@hypovbg.li,,,Hypo Vorarlberg Bank AG succursale Saint-Gallen,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,hypovbg.li,yes,banque AT-CH SG
info@alpian.com,,,Alpian SA,compliance_psp,FINMA-banques,interet_legitime_B2B_fonction_publique,alpian.com,yes,néobanque GE
info@aminagroup.com,,,AMINA Bank AG,compliance_psp,FINMA-banques,interet_legitime_B2B_fonction_publique,aminagroup.com,yes,banque crypto ZG
info@sygnum.com,,,Sygnum Bank AG,compliance_psp,FINMA-banques,interet_legitime_B2B_fonction_publique,sygnum.com,yes,banque crypto ZH
info@seba.swiss,,,SEBA Bank AG,compliance_psp,FINMA-banques,interet_legitime_B2B_fonction_publique,seba.swiss,yes,banque crypto ZG
info@yapeal.ch,,,Yapeal AG,compliance_psp,FINMA-fintech,interet_legitime_B2B_fonction_publique,yapeal.ch,yes,fintech autorisée art 1b LB
info@relio.ch,,,Relio AG,compliance_psp,FINMA-fintech,interet_legitime_B2B_fonction_publique,relio.ch,yes,fintech autorisée art 1b LB
info@bivial.com,,,Bivial AG,compliance_psp,FINMA-fintech,interet_legitime_B2B_fonction_publique,bivial.com,yes,fintech autorisée art 1b LB
info@allianz.ch,,,Allianz Suisse,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,allianz.ch,yes,assureur dommage CH
info@axa.ch,,,AXA Versicherungen AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,axa.ch,yes,assureur dommage CH
info@baloise.com,,,Baloise Versicherung AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,baloise.com,yes,assureur dommage BS
info@helvetia.ch,,,Helvetia Schweizerische Versicherungsgesellschaft AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,helvetia.ch,yes,assureur SG
info@swisslife.ch,,,Swiss Life AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,swisslife.ch,yes,assureur vie ZH
info@mobiliar.ch,,,Schweizerische Mobiliar Versicherungsgesellschaft AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,mobiliar.ch,yes,assureur dommage BE
info@zurich.ch,,,Zurich Insurance Company Ltd,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,zurich.ch,yes,assureur ZH
info@swissre.com,,,Swiss Re Ltd,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,swissre.com,yes,réassureur ZH
info@vaudoise.ch,,,Vaudoise Assurances,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,vaudoise.ch,yes,assureur VD
info@css.ch,,,CSS Versicherung AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,css.ch,yes,assureur maladie LU
info@helsana.ch,,,Helsana Versicherungen AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,helsana.ch,yes,assureur maladie ZH
info@groupemutuel.ch,,,Groupe Mutuel,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,groupemutuel.ch,yes,assureur maladie VS
info@visana.ch,,,Visana Services AG,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,visana.ch,yes,assureur maladie BE
info@sanitas.com,,,Sanitas Krankenversicherung,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,sanitas.com,yes,assureur maladie ZH
info@assura.ch,,,Assura SA,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,assura.ch,yes,assureur maladie VD
info@swissmedical.com,,,Swiss Medical Network,compliance_bank,FINMA-assureurs,interet_legitime_B2B_fonction_publique,swissmedical.com,yes,assureur maladie GE
info@pwc.ch,,,PricewaterhouseCoopers AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,pwc.ch,yes,SBRU - audit banques (Big4)
ch_contact@pwc.ch,,,PricewaterhouseCoopers AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,pwc.ch,yes,SBRU - audit banques (Big4)
info@kpmg.ch,,,KPMG AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,kpmg.ch,yes,SBRU - audit banques (Big4)
ch-fminfo@kpmg.com,,,KPMG AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,kpmg.ch,yes,SBRU - audit banques (Big4)
info@ch.ey.com,,,Ernst & Young AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,ey.com,yes,SBRU - audit banques (Big4)
info@deloitte.ch,,,Deloitte AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,deloitte.ch,yes,SBRU - audit banques (Big4)
info@bdo.ch,,,BDO AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,bdo.ch,yes,SBRU - audit banques
info@mazars.ch,,,FORVIS MAZARS SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,mazars.ch,yes,SBRU - audit banques
info@grantthornton.ch,,,Grant Thornton AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,grantthornton.ch,yes,SBRU - audit banques
info@obt.ch,,,OBT AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,obt.ch,yes,SBRU - audit banques (St. Gallen)
info@balmer-etienne.ch,,,Balmer-Etienne AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,balmer-etienne.ch,yes,SBRU - audit banques (Luzern)
info@avanta-audit.ch,,,Avanta Audit AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,avanta-audit.ch,yes,SBRU - audit banques (Baar)
info@berneyassocies.com,,,Berney Associés Audit SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,berneyassocies.com,yes,SBRU - audit banques (Genève)
info@bfb.ch,,,BfB Audit SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,bfb.ch,yes,SBRU - audit banques (Renens)
info@feraxtreuhand.ch,,,Ferax Treuhand AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,feraxtreuhand.ch,yes,SBRU - audit banques (Zürich)
info@pkfcertifica.ch,,,PKF CERTIFICA SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,pkfcertifica.ch,yes,SBRU - audit banques (Lugano)
info@swa-auditors.ch,,,SWA Swiss Auditors AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,swa-auditors.ch,yes,SBRU - audit banques (Pfäffikon SZ)
info@trag.ch,,,T + R AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,trag.ch,yes,SBRU - audit banques (Gümligen BE)
info@mattig.ch,,,Mattig-Suter und Partner,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,mattig.ch,yes,SBRU - audit banques (Schwyz)
info@asma.ch,,,ASMA Asset Management Audit & Compliance SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,asma.ch,yes,SBRU - audit asset mgmt (Genève)
info@1875finance.com,,,1875 Finance SA,compliance_asset,FINMA-fund-managers,interet_legitime_B2B_fonction_publique,1875finance.com,yes,gestionnaire collectif GE
info@aquila.ch,,,Aquila AG,compliance_asset,FINMA-banques,interet_legitime_B2B_fonction_publique,aquila.ch,yes,banque pour gérants ZH
info@vp.com,,,VP Bank (Schweiz) AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,vp.com,yes,banque privée LI-CH ZH
info@hyposwiss.ch,,,Hyposwiss Private Bank Genève SA,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,hyposwiss.ch,yes,banque privée GE
info@notenstein-laroche.ch,,,Notenstein La Roche Privatbank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,notenstein-laroche.ch,yes,banque privée SG
info@arabbank.ch,,,Arab Bank (Switzerland) Ltd.,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,arabbank.ch,yes,banque privée GE
info@frankfurter-bankgesellschaft.com,,,Frankfurter Bankgesellschaft (Schweiz) AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,frankfurter-bankgesellschaft.com,yes,banque privée ZH
info@globalance-bank.com,,,Globalance Bank AG,compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,globalance-bank.com,yes,banque privée durable ZH
info@quintet.com,,,Quintet Private Bank (Switzerland),compliance_bank,FINMA-banques,interet_legitime_B2B_fonction_publique,quintet.com,yes,banque privée
info@vontobel.ch,,,Vontobel Asset Management AG,compliance_asset,FINMA-banques,interet_legitime_B2B_fonction_publique,vontobel.com,yes,asset mgmt ZH
info@gam.com,,,GAM Investment Management,compliance_asset,FINMA-fund-managers,interet_legitime_B2B_fonction_publique,gam.com,yes,asset mgmt ZH
info@swisscanto.com,,,Swisscanto Invest by Zürcher Kantonalbank,compliance_asset,FINMA-fund-managers,interet_legitime_B2B_fonction_publique,swisscanto.com,yes,asset mgmt ZH
info@ubs-am.com,,,UBS Asset Management Switzerland AG,compliance_asset,FINMA-fund-managers,interet_legitime_B2B_fonction_publique,ubs.com,yes,asset mgmt ZH
info@partnersgroup.com,,,Partners Group AG,compliance_asset,FINMA-fund-managers,interet_legitime_B2B_fonction_publique,partnersgroup.com,yes,private equity ZG
info@avanir.ch,,,Avanir Treuhand AG,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,avanir.ch,yes,fiduciaire RU agréée
info@treuhand-suisse.ch,,,Treuhand Suisse,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,treuhand-suisse.ch,yes,association faîtière fiduciaires
info@expertsuisse.ch,,,EXPERTsuisse,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,expertsuisse.ch,yes,association experts comptables/auditeurs
info@fidacor.ch,,,Fidacor SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,fidacor.ch,yes,fiduciaire VD
info@multifiduciaire.com,,,Multifiduciaire SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,multifiduciaire.com,yes,fiduciaire GE
info@bdr-sa.ch,,,BDR SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,bdr-sa.ch,yes,fiduciaire VD
info@duepuntozero.ch,,,DuePuntoZero Audit GmbH,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,duepuntozero.ch,yes,fiduciaire ZH
info@multifiduciaire-fribourg.ch,,,Multifiduciaire Fribourg SA,audit_finance,ASR-registre,interet_legitime_B2B_fonction_publique,multifiduciaire-fribourg.ch,yes,fiduciaire FR
info@alpharheintalbank.ch,,,Alpha RHEINTAL Bank,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,alpharheintalbank.ch,yes,Banque regionale SG - cible compliance
info@axionbank.ch,,,Axion Swiss Bank,bank_private,swissbanking,interet_legitime_B2B_email_public,axionbank.ch,yes,Banque privee Tessin
info@credinvest.ch,,,Banca Credinvest,bank_private,swissbanking,interet_legitime_B2B_email_public,credinvest.ch,yes,Banque privee Lugano
info@bancadelsempione.ch,,,Banca del Sempione,bank_private,swissbanking,interet_legitime_B2B_email_public,bancadelsempione.ch,yes,Banque privee Tessin
info@bank-avera.ch,,,Bank Avera,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,bank-avera.ch,yes,Banque regionale ZH
info@bankbsu.ch,,,Bank BSU,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,bankbsu.ch,yes,Banque regionale Uster
info@eek.ch,,,Bank EEK,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,eek.ch,yes,Caisse epargne BE
info@jsafrasarasin.ch,,,Bank J Safra Sarasin,bank_private,swissbanking,interet_legitime_B2B_email_public,jsafrasarasin.ch,yes,Banque privee internationale BS
info@juliusbaer.ch,,,Bank Julius Baer,bank_private,swissbanking,interet_legitime_B2B_email_public,juliusbaer.ch,yes,Banque privee internationale - tres gros volumes ETL
info@bankslm.ch,,,Bank SLM,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,bankslm.ch,yes,Banque regionale BE
info@bankthalwil.ch,,,Bank Thalwil,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,bankthalwil.ch,yes,Banque regionale ZH
info@bankvonroll.ch,,,Bank von Roll,bank_private,swissbanking,interet_legitime_B2B_email_public,bankvonroll.ch,yes,Banque privee ZH
info@bankzweiplus.ch,,,Bank Zweiplus,bank_private,swissbanking,interet_legitime_B2B_email_public,bankzweiplus.ch,yes,Plateforme gestion fortune ZH
info@fkb.ch,,,Banque Cantonale Fribourg,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,fkb.ch,yes,Banque cantonale FR
info@banquecramer.ch,,,Banque Cramer,bank_private,swissbanking,interet_legitime_B2B_email_public,banquecramer.ch,yes,Banque privee GE
info@banque-es.ch,,,Banque Eric Sturdza,bank_private,swissbanking,interet_legitime_B2B_email_public,banque-es.ch,yes,Banque privee GE
info@heritage.ch,,,Banque Heritage,bank_private,swissbanking,interet_legitime_B2B_email_public,heritage.ch,yes,Banque privee GE
info@syzgroup.com,,,Banque SYZ,bank_private,swissbanking,interet_legitime_B2B_email_public,syzgroup.com,yes,Banque privee GE
info@bernerlandbank.ch,,,Bernerland Bank,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,bernerlandbank.ch,yes,Banque regionale BE
info@bnpparibas.ch,,,BNP Paribas Suisse,bank_private,swissbanking,interet_legitime_B2B_email_public,bnpparibas.ch,yes,Banque internationale ZH
info@bxswiss.com,,,BX Swiss,bank_private,swissbanking,interet_legitime_B2B_email_public,bxswiss.com,yes,Bourse suisse alternative
info@clientis.ch,,,Clientis,bank_cantonal,swissbanking,interet_legitime_B2B_email_public,clientis.ch,yes,Groupe banques regionales
info@commerzbank.ch,,,Commerzbank Schweiz,bank_private,swissbanking,interet_legitime_B2B_email_public,commerzbank.ch,yes,Banque commerciale internationale
info@corner.ch,,,Corner Banca,bank_private,swissbanking,interet_legitime_B2B_email_public,corner.ch,yes,Banque privee TI
info@cryptofinance.ch,,,Crypto Finance,fintech_data,swissbanking,interet_legitime_B2B_email_public,cryptofinance.ch,yes,FINMA-licenced crypto - cible Sygnum/AMINA-style
info@efgbank.com,,,EFG Bank,bank_private,swissbanking,interet_legitime_B2B_email_public,efgbank.com,yes,Banque privee internationale ZH
info@six-group.com,,,SIX Group,bank_private,swissbanking,interet_legitime_B2B_email_public,six-group.com,yes,Infrastructure marche financier suisse
info@gutzwiller.ch,,,E Gutzwiller et Cie Banquiers,bank_private,swissbanking,interet_legitime_B2B_email_public,gutzwiller.ch,yes,Banquier prive Bale - membre ABPS
info@21analytics.ch,,,21 Analytics,fintech_data,SFTA-membres,interet_legitime_B2B_email_public,21analytics.ch,yes,Banking infra - reporting reglementaire
info@21.finance,,,21finance,fintech_data,SFTA-membres,interet_legitime_B2B_email_public,21.finance,yes,Banking infra digital
info@21shares.com,,,21Shares,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,21shares.com,yes,Crypto ETPs - reporting fiscal et reglementaire
info@3rd-eyes.com,,,3rd-eyes analytics,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,3rd-eyes.com,yes,Wealth analytics - cible donnees BFS/SECO
info@abrantix.com,,,Abrantix,fintech_payments,SFTA-membres,interet_legitime_B2B_email_public,abrantix.com,yes,Payment terminals & POS testing
info@accounto.ch,,,Accounto,fintech_data,SFTA-membres,interet_legitime_B2B_email_public,accounto.ch,yes,Comptabilite automatisee PME suisses
info@acredius.ch,,,Acredius,fintech_payments,SFTA-membres,interet_legitime_B2B_email_public,acredius.ch,yes,Plateforme prets PME
info@actusag.ch,,,Actus AG,fintech_data,SFTA-membres,interet_legitime_B2B_email_public,actusag.ch,yes,Banking infrastructure
info@additiv.com,,,additiv,fintech_data,SFTA-membres,interet_legitime_B2B_email_public,additiv.com,yes,Embedded finance platform - reseau B2B large
info@adviscent.com,,,Adviscent,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,adviscent.com,yes,Investment content & insights pour banques
info@aequitec.com,,,Aequitec,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,aequitec.com,yes,Cap table digital
info@aionite.com,,,Aionite Capital,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,aionite.com,yes,Investment management
info@aisot.io,,,Aisot,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,aisot.io,yes,AI for asset managers - cible directe data feeds
info@aixigo.com,,,aixigo,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,aixigo.com,yes,Wealth tech platform pour banques
info@apiax.com,,,Apiax,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,apiax.com,yes,Regtech compliance regles digitales - cible directe
info@netguardians.com,,,NetGuardians,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,netguardians.com,yes,AI fraud prevention 80+ banques
info@avaloq.com,,,Avaloq,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,avaloq.com,yes,Core banking software - cible majeure
info@swissborg.com,,,SwissBorg,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,swissborg.com,yes,Crypto wealth management
info@wefox.com,,,Wefox,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,wefox.com,yes,Insurtech europeen base CH
info@advanon.com,,,Advanon,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,advanon.com,yes,Plateforme financement factures PME
info@aktionariat.com,,,Aktionariat,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,aktionariat.com,yes,Tokenisation actions PME suisses
info@amnistreasury.com,,,Amnis,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,amnistreasury.com,yes,Cross-border payments PME suisses - cible angle
info@evorest.ch,,,Evorest,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,evorest.ch,yes,Pillar 3a digital
info@gentwo.com,,,GenTwo,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,gentwo.com,yes,Securitization platform
info@neon-free.ch,,,Neon,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,neon-free.ch,yes,Neobank ZH - reseau de partenaires
info@neur-on.ai,,,Neuron,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,neur-on.ai,yes,AI banking automation
info@opercredits.com,,,Oper Credits,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,opercredits.com,yes,Mortgage tech
info@pelt8.com,,,Pelt8,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,pelt8.com,yes,ESG reporting - cible donnees federales/cantonales
info@selma.com,,,Selma Finance,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,selma.com,yes,Robo-advisor ZH grand public
info@unique.ai,,,Unique,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,unique.ai,yes,AI agent banking
